wavelength_nm,normalized
300.04,0.06525314917453785
300.371,0.062466047506179165
300.701,0.06429018811159389
301.031,0.07785229001970295
301.362,0.08171643452146611
301.692,0.07742378512672775
302.022,0.07626082975493405
302.352,0.06845811097231187
302.682,0.06484271067402514
303.012,0.06262267080624326
303.342,0.07039983966129776
303.672,0.07299178543899744
304.002,0.07527585367132272
304.332,0.07787583748124413
304.662,0.07818597349166002
304.992,0.07696948805222338
305.321,0.0711512709572858
305.651,0.07563472240081197
305.98,0.07865978295169775
306.31,0.0732886185334721
306.639,0.07495079415955319
306.969,0.07602136297568246
307.298,0.07066959952242254
307.628,0.07657859844274648
307.957,0.08069860780502013
308.286,0.08119988075622989
308.615,0.08250340966076317
308.944,0.08523684014256287
309.273,0.08259891758456603
309.602,0.07981338582861945
309.931,0.0879551867415593
310.26,0.08830306835383753
310.589,0.08657585368640737
310.918,0.08564546053500445
311.247,0.09338555616669898
311.575,0.09111022261354007
311.904,0.08750238342001142
312.233,0.09660302247338147
312.561,0.0890312096978373
312.89,0.08419560999081642
313.218,0.10055826028686848
313.546,0.10841457057350998
313.875,0.09248473763124883
314.203,0.08370260164008751
314.531,0.08845345604842252
314.859,0.09260587022985119
315.188,0.0934615077658698
315.516,0.09644626533087967
315.844,0.09759113895930084
316.172,0.10253418723560914
316.5,0.10351287548450429
316.827,0.0984164423912355
317.155,0.10225186713038897
317.483,0.10272400504808349
317.811,0.09699645859863133
318.138,0.09385954539119024
318.466,0.09682601500220225
318.794,0.0972963952237616
319.121,0.0984969190415085
319.449,0.10403124979766727
319.776,0.09999852889935927
320.103,0.09633058582672188
320.431,0.10320587697529528
320.758,0.10501653169619285
321.085,0.10296695847390486
321.412,0.10427746106363926
321.739,0.10408824685964614
322.066,0.10386650315832285
322.393,0.1012297446938444
322.72,0.10123532628803071
323.047,0.104535106489458
323.374,0.11066391642963606
323.701,0.10718408162767155
324.028,0.10410180297020746
324.354,0.10625962156411733
324.681,0.10243017941109925
325.008,0.10861290858582955
325.334,0.10754514944942925
325.661,0.10362242530380339
325.987,0.1100549591416355
326.314,0.11212449292687585
326.64,0.10886665648758147
326.966,0.10874268296671089
327.293,0.10851891797197183
327.619,0.10797033436129506
327.945,0.10768308922613352
328.271,0.10902656753094375
328.597,0.11091887123924717
328.923,0.11010245127897399
329.249,0.108080055118797
329.575,0.107035062890905
329.901,0.10669243972445622
330.227,0.10886816246525874
330.552,0.11352042775526432
330.878,0.11193259293448019
331.204,0.10937470734541754
331.529,0.10773494938095586
331.855,0.11174980483965054
332.18,0.11652379303760724
332.506,0.10982440315071615
332.831,0.10446501360626094
333.156,0.11230963945776122
333.482,0.11490466047972846
333.807,0.11024290424438682
334.132,0.11130899971482193
334.457,0.11297560536353234
334.782,0.11286144980384517
335.107,0.11079420656289123
335.432,0.1076298599686316
335.757,0.10765903761255102
336.082,0.10893577541112134
336.407,0.1095797803511779
336.732,0.11059807213304391
337.057,0.11240614334910798
337.381,0.11078630389114551
337.706,0.10933717411417007
338.031,0.11020452845429636
338.355,0.10979333073854566
338.68,0.11230735368419369
339.004,0.11370272148484706
339.329,0.11707010003675637
339.653,0.11424578748151829
339.977,0.10971670703612911
340.301,0.11318428373865556
340.626,0.1127091237172438
340.95,0.11334710272266035
341.274,0.11377318426026224
341.598,0.11273072794216168
341.922,0.11585498607924079
342.246,0.11608883596863026
342.57,0.1157850382196899
342.894,0.11589225353991614
343.218,0.11658005764765202
343.541,0.11915741412077673
343.865,0.11586676993365193
344.189,0.11529401775798209
344.512,0.11880501697348389
344.836,0.11812520749253008
345.159,0.11467171160841624
345.483,0.1146261243427571
345.806,0.11520075171906034
346.13,0.11851504007104319
346.453,0.11884173766645383
346.776,0.11657713853614872
347.099,0.12067285382919023
347.423,0.12129502140739655
347.746,0.11747159018923609
348.069,0.11907244594978003
348.392,0.12198116936434805
348.715,0.11859198447734003
349.038,0.11759146677445825
349.361,0.11885904311075202
349.683,0.11957680112924231
350.006,0.11854871883663681
350.329,0.11758712726804371
350.652,0.12103282375087422
350.974,0.12128563197774725
351.297,0.12019266722728562
351.619,0.12223584377787575
351.942,0.12368223471252106
352.264,0.1225233073597038
352.587,0.12055028055337244
352.909,0.11971293413376724
353.231,0.11915842104929217
353.554,0.1194957560183813
353.876,0.12046816181670074
354.198,0.12659893432114186
354.52,0.12732612347787964
354.842,0.12234573780961264
355.164,0.12576448869171217
355.486,0.12744319123119907
355.808,0.12346815895146519
356.13,0.12180126942965597
356.452,0.12646762617131527
356.773,0.12832337886000378
357.095,0.12331947274368217
357.417,0.12265923952928831
357.738,0.12302218778907867
358.06,0.12554238630042294
358.381,0.12500237296302433
358.703,0.12311265839746169
359.024,0.12605099895060706
359.346,0.12379981678195069
359.667,0.12172751829782409
359.988,0.12177662349200181
360.309,0.12418989827210562
360.631,0.12511973093520679
360.952,0.1250260782592838
361.273,0.12454490758203576
361.594,0.12582078742278385
361.915,0.128111384381017
362.236,0.12568926527376562
362.557,0.12637670446022828
362.878,0.12794336094247158
363.198,0.12644460550912814
363.519,0.12584199668812168
363.84,0.12723118008419806
364.16,0.1260096968395275
364.481,0.1273114233541596
364.802,0.12805482077207134
365.122,0.12926991813177954
365.443,0.13181487210847156
365.763,0.13033304127650153
366.083,0.12894834523855062
366.404,0.12654899004285872
366.724,0.1276198751859879
367.044,0.1318698389677587
367.364,0.12998080687266858
367.685,0.12626079746815047
368.005,0.12492071599876789
368.325,0.12562438360927247
368.645,0.12748950923820263
368.965,0.1273060483212572
369.284,0.1269888749359066
369.604,0.12876361914810175
369.924,0.13149124497269815
