Data from dark_beginning_ST026791__148__1246.txt Node

Date: Mon Aug 18 22:10:53 AEST 2025
User: mathewyoussef
Spectrometer: ST02679
Trigger mode: 0
Integration Time (sec): 6.653700E-1
Scans to average: 1
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1516
>>>>>Begin Spectral Data<<<<<
187.304	576.75242
187.653	586.3047
188.002	580.99861
188.351	540.61148
188.7	553.37712
189.048	559.75581
189.397	580.99861
189.746	606.45143
190.094	587.3657
190.443	557.62989
190.791	555.50366
191.14	588.42663
191.488	582.05997
191.837	589.48748
192.185	584.18248
192.533	562.94414
192.881	589.48748
193.229	560.81866
193.577	555.50366
193.925	575.69069
194.273	591.60898
194.621	604.33193
194.969	555.50366
195.317	537.41832
195.664	554.44043
196.012	574.62889
196.359	606.45143
196.707	603.27207
197.054	569.31875
197.402	548.05945
197.749	556.56681
198.096	584.18248
198.443	575.69069
198.791	572.50506
199.138	572.50506
199.485	558.69289
199.832	588.42663
200.179	605.39171
200.525	584.18248
200.872	555.50366
201.219	564.00676
201.566	579.93717
201.912	589.48748
202.259	580.99861
202.605	562.94414
202.952	595.8511
203.298	610.68958
203.644	595.8511
203.991	573.56701
204.337	562.94414
204.683	560.81866
205.029	576.75242
205.375	572.50506
205.721	575.69069
206.067	611.74894
206.413	610.68958
206.759	593.73018
207.104	564.00676
207.45	587.3657
207.796	597.97173
208.141	577.81408
208.487	572.50506
208.832	567.19418
209.177	573.56701
209.523	585.24363
209.868	591.60898
210.213	558.69289
210.558	536.35378
210.903	564.00676
211.248	591.60898
211.593	593.73018
211.938	603.27207
212.283	601.15215
212.628	568.25651
212.973	544.86793
213.317	556.56681
213.662	576.75242
214.007	565.06931
214.351	539.54717
214.696	541.6757
215.04	574.62889
215.384	594.79068
215.729	566.13178
216.073	548.05945
216.417	584.18248
216.761	587.3657
217.105	586.3047
217.449	612.80824
217.793	601.15215
218.137	588.42663
218.481	596.91145
218.824	607.51107
219.168	619.16254
219.512	612.80824
219.855	562.94414
220.199	555.50366
220.542	575.69069
220.886	577.81408
221.229	586.3047
221.572	572.50506
221.916	554.44043
222.259	570.38093
222.602	595.8511
222.945	573.56701
223.288	555.50366
223.631	573.56701
223.974	582.05997
224.317	565.06931
224.659	539.54717
225.002	549.12314
225.345	580.99861
225.687	597.97173
226.03	591.60898
226.372	559.75581
226.715	554.44043
227.057	562.94414
227.4	582.05997
227.742	604.33193
228.084	585.24363
228.426	565.06931
228.768	580.99861
229.11	594.79068
229.452	583.12126
229.794	577.81408
230.136	540.61148
230.478	542.73986
230.82	576.75242
231.161	586.3047
231.503	622.33876
231.845	607.51107
232.186	607.51107
232.528	610.68958
232.869	572.50506
233.21	567.19418
233.552	559.75581
233.893	566.13178
234.234	576.75242
234.575	584.18248
234.916	590.54827
235.257	588.42663
235.598	600.09208
235.939	602.21215
236.28	572.50506
236.621	553.37712
236.961	567.19418
237.302	608.57064
237.643	591.60898
237.983	566.13178
238.324	601.15215
238.664	596.91145
239.005	604.33193
239.345	592.66961
239.685	561.88144
240.025	584.18248
240.366	577.81408
240.706	577.81408
241.046	577.81408
241.386	559.75581
241.726	552.31374
242.066	542.73986
242.405	572.50506
242.745	569.31875
243.085	555.50366
243.425	561.88144
243.764	591.60898
244.104	642.44061
244.443	617.04472
244.783	553.37712
245.122	564.00676
245.461	594.79068
245.801	593.73018
246.14	597.97173
246.479	599.03194
246.818	573.56701
247.157	579.93717
247.496	593.73018
247.835	569.31875
248.174	561.88144
248.513	572.50506
248.852	612.80824
249.19	599.03194
249.529	557.62989
249.868	574.62889
250.206	575.69069
250.545	573.56701
250.883	585.24363
251.221	592.66961
251.56	579.93717
251.898	565.06931
252.236	579.93717
252.574	590.54827
252.912	579.93717
253.25	559.75581
253.588	567.19418
253.926	558.69289
254.264	545.93185
254.602	555.50366
254.94	557.62989
255.278	573.56701
255.615	570.38093
255.953	566.13178
256.29	595.8511
256.628	608.57064
256.965	555.50366
257.303	548.05945
257.64	596.91145
257.977	594.79068
258.314	562.94414
258.652	551.25029
258.989	564.00676
259.326	569.31875
259.663	586.3047
260	587.3657
260.337	548.05945
260.673	551.25029
261.01	556.56681
261.347	535.28916
261.684	562.94414
262.02	586.3047
262.357	570.38093
262.693	565.06931
263.03	593.73018
263.366	564.00676
263.702	551.25029
264.039	566.13178
264.375	543.80393
264.711	555.50366
265.047	587.3657
265.383	618.10366
265.719	587.3657
266.055	558.69289
