Data from dark_beginning_ST026791__197__1295.txt Node

Date: Mon Aug 18 22:11:59 AEST 2025
User: mathewyoussef
Spectrometer: ST02679
Trigger mode: 0
Integration Time (sec): 6.653700E-1
Scans to average: 1
Nonlinearity correction enabled: true
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1516
>>>>>Begin Spectral Data<<<<<
187.304	583.12126
187.653	584.18248
188.002	611.74894
188.351	605.39171
188.7	588.42663
189.048	591.60898
189.397	599.03194
189.746	584.18248
190.094	583.12126
190.443	583.12126
190.791	572.50506
191.14	594.79068
191.488	578.87566
191.837	562.94414
192.185	570.38093
192.533	553.37712
192.881	561.88144
193.229	592.66961
193.577	591.60898
193.925	587.3657
194.273	573.56701
194.621	586.3047
194.969	585.24363
195.317	569.31875
195.664	561.88144
196.012	552.31374
196.359	574.62889
196.707	574.62889
197.054	580.99861
197.402	570.38093
197.749	554.44043
198.096	568.25651
198.443	574.62889
198.791	557.62989
199.138	554.44043
199.485	577.81408
199.832	565.06931
200.179	552.31374
200.525	574.62889
200.872	576.75242
201.219	570.38093
201.566	578.87566
201.912	586.3047
202.259	584.18248
202.605	575.69069
202.952	569.31875
203.298	574.62889
203.644	580.99861
203.991	571.44303
204.337	571.44303
204.683	560.81866
205.029	571.44303
205.375	595.8511
205.721	592.66961
206.067	576.75242
206.413	568.25651
206.759	574.62889
207.104	555.50366
207.45	554.44043
207.796	575.69069
208.141	574.62889
208.487	584.18248
208.832	602.21215
209.177	588.42663
209.523	578.87566
209.868	602.21215
210.213	606.45143
210.558	584.18248
210.903	565.06931
211.248	582.05997
211.593	565.06931
211.938	584.18248
212.283	627.63109
212.628	582.05997
212.973	584.18248
213.317	579.93717
213.662	579.93717
214.007	600.09208
214.351	601.15215
214.696	608.57064
215.04	586.3047
215.384	537.41832
215.729	554.44043
216.073	587.3657
216.417	587.3657
216.761	594.79068
217.105	599.03194
217.449	601.15215
217.793	588.42663
218.137	599.03194
218.481	620.22135
218.824	609.63015
219.168	565.06931
219.512	539.54717
219.855	555.50366
220.199	556.56681
220.542	573.56701
220.886	591.60898
221.229	569.31875
221.572	579.93717
221.916	588.42663
222.259	583.12126
222.602	566.13178
222.945	567.19418
223.288	605.39171
223.631	592.66961
223.974	552.31374
224.317	558.69289
224.659	574.62889
225.002	567.19418
225.345	554.44043
225.687	555.50366
226.03	586.3047
226.372	586.3047
226.715	582.05997
227.057	590.54827
227.4	585.24363
227.742	583.12126
228.084	565.06931
228.426	568.25651
228.768	595.8511
229.11	578.87566
229.452	582.05997
229.794	609.63015
230.136	586.3047
230.478	584.18248
230.82	585.24363
231.161	553.37712
231.503	608.57064
231.845	630.80567
232.186	630.80567
232.528	638.21066
232.869	573.56701
233.21	551.25029
233.552	580.99861
233.893	602.21215
234.234	578.87566
234.575	573.56701
234.916	579.93717
235.257	571.44303
235.598	573.56701
235.939	589.48748
236.28	586.3047
236.621	569.31875
236.961	592.66961
237.302	593.73018
237.643	582.05997
237.983	583.12126
238.324	577.81408
238.664	589.48748
239.005	592.66961
239.345	568.25651
239.685	556.56681
240.025	587.3657
240.366	580.99861
240.706	573.56701
241.046	571.44303
241.386	559.75581
241.726	566.13178
242.066	580.99861
242.405	580.99861
242.745	583.12126
243.085	603.27207
243.425	610.68958
243.764	615.9857
244.104	625.51436
244.443	595.8511
244.783	548.05945
245.122	552.31374
245.461	573.56701
245.801	572.50506
246.14	583.12126
246.479	597.97173
246.818	573.56701
247.157	589.48748
247.496	602.21215
247.835	575.69069
248.174	577.81408
248.513	582.05997
248.852	587.3657
249.19	595.8511
